cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,label
0.038,2.704,1.096,0.255,0.821,0.35,0.179,0.012,0.018,0.031,0.01,0.009,1
-0.052,2.278,0.967,0.184,0.887,0.342,0.113,0.009,0.016,0.027,0.006,0.005,1
0.786,2.861,1.122,0.482,0.6,0.62,0.4,0.025,0.052,0.077,0.021,0.015,1
0.022,2.88,0.771,0.135,0.922,0.284,0.078,0.006,0.009,0.016,0.004,0.003,1
0.096,2.334,0.878,0.206,0.853,0.345,0.147,0.008,0.011,0.022,0.004,0.003,1
0.253,2.861,0.817,0.149,0.872,0.214,0.128,0.005,0.014,0.023,0.005,0.005,1
-0.287,2.192,1.046,0.11,0.935,0.21,0.065,0,0,0,0,0,1
0.827,2.183,0.946,0.572,0.511,0.704,0.49,0.054,0.083,0.115,0.042,0.037,1
0.183,2.708,0.888,0.225,0.852,0.371,0.149,0.005,0.012,0.02,0.004,0.003,1
0.071,1.17,0.696,0.364,0.879,0.373,0.121,0,0.006,0.012,0,0,1
0.985,2.89,1.199,0.548,0.525,0.66,0.475,0.035,0.066,0.092,0.03,0.025,1
0.355,2.582,1.173,0.325,0.726,0.445,0.274,0.018,0.032,0.045,0.014,0.011,1
0.481,2.709,1.071,0.356,0.729,0.523,0.271,0.022,0.037,0.054,0.019,0.016,1
0.509,2.693,1.232,0.412,0.676,0.515,0.324,0.015,0.029,0.05,0.012,0.009,1
0.028,2.509,0.996,0.207,0.86,0.336,0.14,0.008,0.012,0.022,0.006,0.005,1
0.261,2.833,0.93,0.278,0.82,0.406,0.18,0.009,0.02,0.032,0.007,0.006,1
-0.028,2.16,0.713,0.024,0.981,0.37,0.019,0,0,0.019,0,0,1
0.012,2.721,0.92,0.05,0.217,0.081,0.028,0.002,0.003,0.005,0.001,0.001,1
0.088,2.098,1.067,0.258,0.796,0.347,0.204,0.013,0.017,0.027,0.01,0.009,1
-0.035,2.793,1,0.171,0.881,0.331,0.119,0.016,0.023,0.033,0.012,0.007,1
0.092,2.523,1.021,0.251,0.828,0.373,0.172,0.01,0.018,0.027,0.009,0.006,1
0.05,2.705,0.893,0.188,0.888,0.339,0.112,0.005,0.011,0.019,0.003,0.003,1
-0.028,2.735,1.077,0.186,0.868,0.322,0.132,0.004,0.01,0.018,0.003,0.003,1
0.317,2.374,1.127,0.354,0.723,0.436,0.277,0.022,0.039,0.05,0.02,0.019,1
0.36,2.618,0.958,0.306,0.781,0.449,0.219,0.023,0.033,0.049,0.018,0.015,1
0.609,2.644,0.972,0.441,0.705,0.541,0.295,0.027,0.032,0.068,0.027,0.018,1
0.856,2.14,0.737,0.593,0.597,0.741,0.403,0.06,0.079,0.125,0.052,0.042,1
0.133,2.733,0.86,0.196,0.869,0.41,0.131,0.007,0.012,0.027,0.004,0.004,1
0.053,2.343,0.809,0.201,0.895,0.346,0.105,0.004,0.009,0.018,0.002,0.001,1
0.015,2.716,1.136,0.245,0.832,0.327,0.168,0.006,0.009,0.015,0.003,0.003,1
-0.097,1.733,0.742,0.186,0.882,0.259,0.118,0,0,0.002,0,0,1
0.479,2.941,1.096,0.38,0.717,0.506,0.283,0.021,0.034,0.054,0.016,0.012,1
1.03,2.618,1.014,0.622,0.545,0.728,0.455,0.065,0.084,0.127,0.05,0.046,1
-0.028,2.182,0.8,0.166,0.913,0.294,0.088,0,0.003,0.005,0,0,1
-0.138,0.71,0.758,0.13,1,0.448,0,0.008,0.016,0.029,0.004,0.002,1
-0.138,2.526,0.969,0.155,0.894,0.276,0.106,0.004,0.007,0.012,0.003,0.002,1
-0.018,1.721,0.769,0.115,0.61,0.168,0.062,0.003,0.006,0.01,0.002,0.001,1
0.437,2.543,0.993,0.377,0.722,0.497,0.278,0.028,0.042,0.06,0.021,0.017,1
0.957,2.691,1.012,0.583,0.496,0.722,0.504,0.042,0.079,0.105,0.036,0.027,1
0.06,0.502,0.564,0,1,0.608,0,0.03,0.04,0.081,0.013,0.011,1
0.059,2.659,1.17,0.25,0.81,0.342,0.192,0.009,0.019,0.03,0.008,0.006,1
0.083,2.941,0.915,0.121,0.502,0.188,0.08,0.005,0.008,0.013,0.004,0.003,1
-0.061,2.559,0.848,0.114,0.929,0.352,0.071,0.007,0.012,0.021,0.004,0.003,1
0.074,2.53,0.949,0.224,0.868,0.386,0.132,0.013,0.02,0.032,0.009,0.007,1
0.02,0.064,0.285,0,0.001,0,0,0,0,0,0,0,1
0.142,2.682,1.403,0.339,0.729,0.438,0.271,0.018,0.018,0.036,0.013,0.008,1
0.96,2.548,1.287,0.565,0.493,0.603,0.507,0.041,0.062,0.086,0.038,0.034,1
0.003,2.745,0.873,0.171,0.898,0.283,0.102,0.003,0.006,0.011,0.002,0.001,1
0.06,2.66,0.901,0.19,0.876,0.357,0.125,0.006,0.011,0.022,0.004,0.002,1
-0.047,2.064,0.765,0.156,0.931,0.363,0.069,0.002,0.005,0.012,0.002,0.002,1
0.047,2.454,0.794,0.165,0.902,0.293,0.098,0.001,0.005,0.009,0,0,1
0.269,1.01,0.65,0.504,0.936,0.521,0.064,0.021,0.025,0.05,0.014,0.007,1
0.561,2.793,1.029,0.397,0.709,0.535,0.291,0.029,0.046,0.063,0.021,0.013,1
0.479,2.832,1.048,0.371,0.738,0.494,0.262,0.022,0.034,0.054,0.017,0.015,1
-0.127,2.308,0.892,0.158,0.887,0.256,0.113,0.004,0.007,0.012,0.003,0.002,1
-0.096,2.32,0.759,0.141,0.925,0.216,0.075,0.001,0.003,0.007,0.001,0,1
1.01,2.831,0.993,0.606,0.479,0.759,0.521,0.084,0.105,0.146,0.065,0.055,1
0.488,2.777,1.17,0.395,0.678,0.513,0.322,0.027,0.041,0.065,0.023,0.018,1
0.544,2.484,0.963,0.42,0.706,0.552,0.294,0.017,0.036,0.057,0.015,0.015,1
0.059,2.771,0.824,0.162,0.882,0.351,0.118,0.002,0.006,0.015,0.002,0.001,1
1.06,2.646,1.139,0.637,0.444,0.732,0.556,0.058,0.085,0.115,0.041,0.034,1
0.205,2.937,1.1,0.277,0.772,0.399,0.228,0.019,0.028,0.039,0.015,0.012,1
-0.127,2.795,1.04,0.16,0.889,0.27,0.111,0.005,0.009,0.015,0.004,0.003,1
0.608,2.129,1.03,0.477,0.614,0.543,0.386,0.016,0.045,0.062,0.016,0.012,1
0.076,0.525,0.507,0,1,0.178,0,0.009,0.01,0.016,0.007,0.003,1
-0.004,2.008,1.031,0.264,0.799,0.32,0.201,0.009,0.017,0.026,0.009,0.007,1
-0.106,2.527,0.958,0.181,0.881,0.264,0.12,0.005,0.009,0.015,0.004,0.003,1
0.102,0.503,0.438,0,1,0.342,0,0.032,0.046,0.06,0.025,0.019,1
-0.136,2.566,1.063,0.178,0.87,0.292,0.13,0.006,0.012,0.02,0.005,0.004,1
0.195,2.937,0.966,0.235,0.821,0.376,0.179,0.006,0.013,0.021,0.004,0.003,1
-0.054,2.598,1.043,0.207,0.863,0.312,0.137,0.008,0.012,0.021,0.005,0.004,1
0.565,2.691,1.432,0.425,0.627,0.513,0.373,0.035,0.057,0.068,0.025,0.022,1
-0.049,2.906,0.864,0.129,0.926,0.306,0.075,0.005,0.01,0.018,0.003,0.003,1
1.197,2.724,1.198,0.617,0.459,0.707,0.541,0.069,0.095,0.124,0.058,0.047,1
-0.01,0.064,0.386,0,1,0,0,0,0,0,0,0,1
0.939,2.595,1.038,0.593,0.549,0.675,0.453,0.049,0.07,0.1,0.04,0.026,1
0.292,2.826,1.012,0.077,0.284,0.15,0.06,0.007,0.011,0.017,0.005,0.005,1
0.104,2.894,0.817,0.052,0.242,0.085,0.037,0.002,0.003,0.005,0.001,0.001,1
-0.235,2.756,1.113,0.143,0.896,0.246,0.104,0.003,0.006,0.009,0.001,0.001,1
1.555,2.641,1.028,0.774,0.289,0.835,0.711,0.064,0.117,0.15,0.06,0.053,1
0.116,2.728,1.041,0.239,0.822,0.345,0.178,0.01,0.017,0.021,0.006,0.003,1
0.187,2.409,0.923,0.26,0.819,0.388,0.181,0.014,0.018,0.031,0.009,0.004,1
-0.326,1.77,0.797,0.079,0.947,0.148,0.053,0,0,0,0,0,1
0.323,2.791,0.961,0.309,0.773,0.45,0.227,0.014,0.025,0.032,0.014,0.007,1
0.219,2.813,1.033,0.265,0.825,0.394,0.175,0.011,0.016,0.03,0.009,0.007,1
0.228,2.941,0.933,0.281,0.836,0.432,0.166,0.015,0.021,0.036,0.011,0.008,1
-0.074,2.715,0.84,0.155,0.902,0.277,0.098,0.002,0.005,0.011,0.001,0.001,1
0.053,2.885,0.793,0.128,0.92,0.349,0.08,0.007,0.011,0.019,0.003,0.002,1
-0.015,1.294,0.75,0.226,0.834,0.235,0.166,0.001,0.002,0.006,0,0,1
-0.079,2.609,1.052,0.196,0.874,0.317,0.126,0.006,0.012,0.02,0.003,0.003,1
-0.123,2.347,1.107,0.212,0.84,0.283,0.16,0.009,0.016,0.023,0.007,0.006,1
0.6,2.324,1.057,0.443,0.66,0.522,0.34,0.016,0.028,0.054,0.016,0.012,1
-0.154,2.274,0.958,0.184,0.905,0.274,0.095,0.005,0.009,0.015,0.003,0.002,1
-0.081,2.367,0.746,0.036,0.563,0.131,0.02,0.004,0.006,0.009,0.002,0.001,1
0.793,2.884,1.065,0.519,0.587,0.626,0.413,0.043,0.069,0.091,0.033,0.028,1
-0.274,2.608,0.96,0.118,0.93,0.236,0.07,0.001,0.004,0.009,0.001,0,1
0.165,2.75,0.813,0.232,0.871,0.37,0.129,0.005,0.011,0.02,0.003,0.002,1
0.07,2.882,0.607,0.049,0.515,0.173,0.024,0.009,0.013,0.021,0.006,0.005,1
0.036,2.941,0.803,0.16,0.9,0.324,0.1,0.006,0.01,0.018,0.004,0.003,1
0.235,2.723,0.816,0.247,0.853,0.402,0.148,0.009,0.012,0.023,0.005,0.003,1
0.605,2.768,1.068,0.39,0.698,0.548,0.302,0.033,0.046,0.062,0.024,0.022,1
0.785,1.436,0.652,0.632,0.394,0.729,0.606,0.053,0.082,0.111,0.039,0.027,1
0.424,2.873,1.001,0.34,0.756,0.478,0.245,0.025,0.036,0.054,0.019,0.015,1
1.339,2.937,1.27,0.652,0.374,0.742,0.628,0.039,0.078,0.105,0.033,0.026,1
-0.071,2.583,1.101,0.21,0.85,0.295,0.151,0.004,0.011,0.015,0.002,0.001,1
-0.016,0.674,0.585,0.002,1,0.294,0,0.004,0.008,0.017,0.002,0.001,1
-0.052,2.757,0.793,0.162,0.929,0.324,0.071,0.003,0.006,0.016,0.001,0.001,1
0.097,2.733,0.854,0.183,0.888,0.318,0.112,0.006,0.01,0.017,0.004,0.003,1
-0.046,2.885,0.924,0.155,0.9,0.316,0.1,0.006,0.01,0.017,0.003,0.002,1
0.365,2.941,0.966,0.31,0.789,0.466,0.212,0.019,0.03,0.048,0.015,0.012,1
0.274,2.941,0.927,0.251,0.818,0.39,0.182,0.01,0.02,0.032,0.007,0.005,1
0.566,2.799,1.251,0.401,0.683,0.483,0.317,0.018,0.041,0.06,0.018,0.016,1
0.938,2.941,1.148,0.551,0.537,0.674,0.463,0.065,0.085,0.116,0.049,0.04,1
0.182,2.716,0.913,0.182,0.875,0.351,0.125,0.01,0.015,0.024,0.008,0.006,1
0.143,2.795,0.843,0.191,0.869,0.337,0.131,0.008,0.012,0.022,0.006,0.005,1
0.194,2.645,0.896,0.203,0.845,0.446,0.155,0.019,0.028,0.044,0.015,0.01,1
0.031,2.472,0.738,0.134,0.892,0.336,0.108,0.005,0.007,0.016,0.002,0.002,1
0.162,2.845,1.123,0.265,0.803,0.368,0.197,0.014,0.02,0.027,0.011,0.007,1
-0.072,2.403,1.054,0.236,0.859,0.333,0.141,0.006,0.017,0.023,0.004,0.003,1
0.266,2.894,1.026,0.28,0.805,0.413,0.195,0.014,0.022,0.037,0.01,0.007,1
1.186,2.3,0.929,0.701,0.382,0.809,0.623,0.064,0.098,0.152,0.049,0.044,1
0.849,2.509,1.209,0.532,0.544,0.645,0.456,0.043,0.069,0.094,0.035,0.034,1
0.052,1.892,0.645,0.134,0.918,0.257,0.082,0.005,0.01,0.018,0.003,0.002,1
0.14,2.885,0.775,0.201,0.879,0.377,0.121,0.006,0.01,0.02,0.004,0.002,1
0.306,2.723,0.951,0.284,0.803,0.422,0.197,0.018,0.027,0.04,0.013,0.01,1
0.104,2.789,0.782,0.177,0.877,0.402,0.123,0.004,0.007,0.016,0.001,0.001,1
1.845,2.694,1.026,0.861,0.193,0.896,0.807,0.097,0.142,0.182,0.087,0.075,1
0.028,2.691,0.837,0.173,0.888,0.329,0.112,0.006,0.01,0.019,0.004,0.003,1
-0.318,2.793,1.142,0.15,0.897,0.229,0.103,0.003,0.005,0.01,0.002,0.001,1
0.275,0.437,0.395,0,1,0.876,0,0.079,0.134,0.168,0.074,0.064,1
0.603,2.941,1.148,0.406,0.659,0.544,0.341,0.036,0.048,0.07,0.029,0.022,1
1.181,2.746,1.246,0.678,0.444,0.717,0.556,0.046,0.069,0.115,0.039,0.03,1
0.028,2.941,0.837,0.179,0.901,0.326,0.099,0.005,0.009,0.017,0.003,0.002,1
0.188,2.835,0.79,0.238,0.84,0.34,0.16,0.006,0.012,0.021,0.004,0.003,1
0.219,2.816,0.933,0.232,0.848,0.38,0.152,0.011,0.02,0.031,0.008,0.007,1
0.027,2.077,0.978,0.241,0.861,0.34,0.14,0.008,0.013,0.024,0.004,0.004,1
0.074,2.899,0.618,0.021,0.226,0.051,0.012,0.002,0.003,0.004,0.001,0.001,1
0.085,2.894,1.083,0.239,0.824,0.338,0.176,0.014,0.019,0.029,0.01,0.008,1
0.079,2.607,0.803,0.2,0.907,0.337,0.093,0.002,0.006,0.013,0.001,0,1
0.145,2.861,0.855,0.206,0.861,0.414,0.139,0.011,0.017,0.031,0.006,0.005,1
0.067,2.541,0.905,0.202,0.875,0.34,0.126,0.008,0.011,0.02,0.006,0.004,1
0.118,2.307,0.87,0.173,0.882,0.397,0.119,0.015,0.026,0.042,0.011,0.009,1
0.212,2.941,0.928,0.265,0.829,0.398,0.171,0.013,0.019,0.032,0.009,0.007,1
0.247,2.769,1.497,0.369,0.684,0.441,0.316,0.016,0.029,0.044,0.013,0.011,1
0.069,2.023,1.141,0.288,0.787,0.367,0.213,0.01,0.018,0.029,0.008,0.007,1
-0.025,1.603,0.703,0.174,0.855,0.236,0.145,0,0,0.002,0,0,1
0.038,2.688,0.91,0.175,0.878,0.35,0.122,0.007,0.013,0.023,0.004,0.003,1
0.17,2.801,0.882,0.188,0.876,0.44,0.124,0.013,0.021,0.037,0.01,0.008,1
0.536,2.582,0.948,0.413,0.734,0.511,0.266,0.016,0.028,0.048,0.014,0.011,1
0.085,2.293,0.702,0.069,0.32,0.116,0.024,0.001,0.003,0.006,0.001,0.001,1
0.533,2.669,1.033,0.401,0.707,0.541,0.293,0.033,0.048,0.072,0.027,0.021,1
0.217,2.885,0.871,0.216,0.663,0.315,0.12,0.009,0.015,0.024,0.006,0.005,1
0.036,2.882,0.917,0.192,0.883,0.303,0.117,0.004,0.008,0.016,0.002,0.002,1
0.157,2.628,1.005,0.12,0.42,0.194,0.079,0.006,0.01,0.016,0.004,0.003,1
0.205,2.553,0.758,0.185,0.891,0.513,0.109,0.019,0.03,0.05,0.012,0.008,1
-0.224,1.048,0.812,0.196,0.997,0.308,0.003,0.004,0.006,0.016,0.002,0.002,1
0.255,2.685,0.882,0.222,0.843,0.327,0.157,0.012,0.02,0.033,0.01,0.008,1
0.678,2.941,1.196,0.455,0.635,0.566,0.365,0.027,0.052,0.07,0.022,0.018,1
1.004,2.699,1.475,0.684,0.39,0.74,0.61,0.052,0.082,0.104,0.03,0.022,1
-0.1,2.657,1.261,0.244,0.823,0.303,0.177,0.012,0.022,0.033,0.01,0.008,1
0.275,2.425,1.211,0.319,0.719,0.422,0.281,0.016,0.032,0.044,0.013,0.011,1
-0.217,2.14,1.117,0.178,0.858,0.259,0.142,0.005,0.009,0.015,0.003,0.002,1
0.127,1.648,0.761,0.166,0.549,0.216,0.146,0.003,0.006,0.01,0.002,0.001,1
-0.06,0.064,0.507,0,0.087,0,0,0,0,0,0,0,1
0.037,2.581,0.814,0.179,0.882,0.31,0.118,0.004,0.008,0.016,0.003,0.002,1
0.099,2.551,0.889,0.204,0.871,0.348,0.13,0.009,0.015,0.025,0.006,0.005,1
1.431,2.701,1.21,0.711,0.325,0.789,0.675,0.079,0.118,0.143,0.068,0.054,1
0.194,2.937,0.884,0.221,0.847,0.358,0.154,0.008,0.015,0.024,0.006,0.004,1
-0.281,0.66,0.841,0.003,1,0.379,0,0,0.01,0.023,0,0,1
0.062,2.836,0.762,0.118,0.927,0.19,0.073,0.004,0.006,0.011,0.003,0.002,1
0.023,2.793,0.833,0.177,0.89,0.333,0.11,0.004,0.008,0.016,0.002,0.002,1
1.228,2.879,1.142,0.652,0.428,0.766,0.572,0.07,0.1,0.139,0.06,0.05,1
0.074,2.941,0.816,0.075,0.403,0.13,0.051,0.004,0.006,0.009,0.003,0.002,1
0.247,2.885,0.943,0.225,0.831,0.449,0.169,0.021,0.03,0.047,0.016,0.012,1
0.279,2.746,1.13,0.306,0.768,0.399,0.233,0.013,0.022,0.036,0.01,0.008,1
0.059,2.802,0.85,0.189,0.896,0.35,0.104,0.008,0.014,0.024,0.005,0.004,1
0.361,2.665,1.188,0.323,0.736,0.454,0.264,0.016,0.033,0.044,0.013,0.011,1
0.429,2.836,1.206,0.364,0.707,0.473,0.293,0.028,0.043,0.06,0.022,0.019,1
0.031,2.732,1.111,0.231,0.829,0.342,0.171,0.004,0.013,0.021,0.003,0.002,1
-0.019,2.224,0.779,0.135,0.918,0.324,0.082,0.009,0.015,0.026,0.006,0.005,1
0.278,2.941,0.99,0.249,0.813,0.41,0.187,0.018,0.027,0.04,0.014,0.011,1
0.104,2.884,0.915,0.186,0.881,0.386,0.119,0.009,0.017,0.03,0.006,0.004,1
0.063,2.894,0.973,0.193,0.87,0.353,0.131,0.009,0.014,0.028,0.008,0.005,1
-0.013,2.584,1.033,0.21,0.856,0.301,0.144,0.005,0.008,0.016,0.003,0.003,1
-0.022,0.732,0.649,0.002,1,0.483,0,0.023,0.035,0.057,0.016,0.01,1
0.263,2.815,1.242,0.335,0.751,0.439,0.249,0.013,0.024,0.032,0.008,0.005,1
-0.145,2.646,1.002,0.113,0.925,0.282,0.075,0.003,0.009,0.02,0.002,0.002,1
-0.016,2.88,0.778,0.124,0.926,0.254,0.074,0.003,0.006,0.012,0.002,0.002,1
-0.011,2.292,0.746,0.099,0.917,0.237,0.083,0.004,0.007,0.011,0.001,0.001,1
0.261,2.512,1.029,0.312,0.751,0.437,0.249,0.021,0.032,0.045,0.016,0.013,1
0.067,2.267,1.02,0.204,0.847,0.435,0.153,0.017,0.023,0.037,0.006,0.003,1
-0.036,2.78,0.918,0.151,0.909,0.349,0.091,0.004,0.01,0.017,0.003,0.002,1
-0.134,2.882,1.009,0.145,0.904,0.261,0.097,0.002,0.007,0.011,0.002,0.001,1
-0.019,2.902,0.874,0.165,0.898,0.291,0.102,0.005,0.008,0.014,0.003,0.002,1
0.213,2.933,1.006,0.259,0.821,0.376,0.179,0.012,0.019,0.028,0.009,0.006,1
0.113,2.873,0.736,0.132,0.909,0.305,0.091,0.007,0.011,0.019,0.004,0.003,1
0.584,2.937,1.413,0.452,0.614,0.538,0.387,0.025,0.04,0.058,0.019,0.016,1
1.22,2.318,0.996,0.694,0.388,0.767,0.612,0.053,0.078,0.112,0.034,0.029,1
0.128,2.581,0.903,0.217,0.853,0.363,0.147,0.009,0.015,0.025,0.007,0.005,1
-0.02,2.55,1.062,0.201,0.875,0.351,0.125,0.008,0.015,0.023,0.007,0.006,1
0.452,2.003,0.902,0.393,0.737,0.51,0.263,0.029,0.043,0.068,0.025,0.021,1
0.16,2.359,1.055,0.255,0.823,0.345,0.177,0.012,0.018,0.028,0.011,0.009,1
1.007,2.88,1.583,0.567,0.474,0.64,0.526,0.02,0.053,0.073,0.02,0.02,1
-0.036,0.779,0.753,0.299,1,0.436,0,0.016,0.026,0.047,0.01,0.01,1
0.41,2.828,1.293,0.366,0.699,0.451,0.301,0.028,0.043,0.058,0.025,0.021,1
-0.153,2.83,0.871,0.145,0.918,0.255,0.082,0.003,0.006,0.01,0.002,0.001,1
-0.022,1.429,0.751,0.213,0.877,0.275,0.128,0.002,0.003,0.011,0.001,0,1
0.119,2.803,0.798,0.151,0.894,0.35,0.106,0.007,0.013,0.025,0.005,0.004,1
0.15,2.46,1.174,0.298,0.759,0.381,0.241,0.021,0.025,0.039,0.016,0.012,1
-0.067,2.688,0.887,0.168,0.898,0.277,0.102,0.003,0.005,0.01,0.002,0.001,1
1.356,1.967,0.668,0.85,0.274,0.889,0.726,0.094,0.133,0.182,0.086,0.071,1
-0.355,1.935,0.803,0.135,0.995,0.195,0.005,0,0,0.005,0,0,1
-0.015,2.696,0.949,0.151,0.905,0.333,0.095,0.009,0.016,0.026,0.006,0.004,1
0.108,2.941,0.748,0.091,0.581,0.234,0.055,0.007,0.012,0.02,0.005,0.004,1
0.388,2.348,1.089,0.37,0.727,0.461,0.273,0.031,0.048,0.06,0.026,0.022,1
0.113,2.941,0.868,0.081,0.341,0.135,0.052,0.003,0.005,0.008,0.002,0.001,1
0.275,2.941,0.891,0.266,0.818,0.435,0.182,0.012,0.02,0.034,0.008,0.006,1
0.287,2.767,0.909,0.264,0.8,0.412,0.2,0.011,0.02,0.031,0.008,0.007,1
0.159,2.885,0.975,0.216,0.861,0.377,0.139,0.008,0.016,0.026,0.006,0.004,1
1.54,2.699,1.195,0.754,0.314,0.805,0.686,0.055,0.106,0.144,0.051,0.042,1
0.159,2.833,0.914,0.236,0.825,0.372,0.176,0.008,0.012,0.021,0.007,0.005,1
0.289,2.81,0.928,0.277,0.816,0.42,0.184,0.013,0.02,0.032,0.009,0.007,1
0.093,2.335,0.872,0.135,0.891,0.28,0.109,0.012,0.019,0.028,0.01,0.007,1
0.651,2.793,1.201,0.429,0.625,0.549,0.375,0.025,0.041,0.06,0.016,0.01,1
0.186,2.351,1.062,0.304,0.785,0.414,0.216,0.01,0.021,0.033,0.007,0.003,1
0.362,2.463,0.994,0.298,0.774,0.448,0.226,0.016,0.016,0.028,0,0,1
0.527,2.8,1.112,0.329,0.733,0.52,0.267,0.031,0.05,0.07,0.025,0.022,1
0.078,2.073,0.727,0.169,0.856,0.353,0.144,0.003,0.008,0.018,0.002,0.001,1
0.523,2.813,1.078,0.388,0.7,0.523,0.3,0.029,0.042,0.063,0.023,0.018,1
0.187,2.941,1.038,0.24,0.825,0.339,0.175,0.008,0.014,0.021,0.007,0.006,1
-0.097,1.246,0.747,0.116,0.966,0.263,0.035,0.005,0.009,0.018,0.003,0.002,1
0.76,2.894,1.347,0.461,0.593,0.561,0.407,0.025,0.057,0.075,0.018,0.018,1
0.166,2.941,1.136,0.256,0.799,0.352,0.201,0.013,0.024,0.035,0.011,0.01,1
-0.04,2.315,1.02,0.197,0.859,0.323,0.141,0.006,0.011,0.02,0.004,0.002,1
0.05,2.456,0.815,0.178,0.893,0.311,0.107,0.002,0.004,0.009,0.001,0.001,1
0.09,2.941,0.814,0.182,0.895,0.354,0.105,0.006,0.011,0.021,0.004,0.002,1
0.1,2.816,0.855,0.184,0.888,0.399,0.112,0.009,0.015,0.029,0.007,0.005,1
0.263,2.574,0.941,0.257,0.813,0.395,0.188,0.018,0.028,0.04,0.013,0.011,1
0.191,2.882,0.934,0.239,0.825,0.4,0.175,0.008,0.022,0.033,0.006,0.006,1
0.26,2.328,1.02,0.317,0.776,0.428,0.224,0.016,0.029,0.044,0.013,0.01,1
0.015,0.855,0.471,0.012,1,0.038,0,0.001,0.002,0.004,0.001,0,1
-0.221,2.338,0.844,0.067,0.409,0.1,0.03,0.001,0.001,0.002,0,0,1
0.631,2.706,1.216,0.425,0.659,0.508,0.341,0.03,0.049,0.067,0.026,0.02,1
0.119,2.894,0.899,0.211,0.855,0.39,0.145,0.012,0.021,0.034,0.009,0.006,1
0.284,2.89,1.19,0.278,0.778,0.404,0.223,0.014,0.024,0.035,0.01,0.008,1
0.66,2.778,1.242,0.454,0.632,0.55,0.368,0.024,0.049,0.067,0.018,0.015,1
0.59,2.567,1.303,0.439,0.614,0.491,0.386,0.025,0.045,0.062,0.023,0.017,1
0.137,2.882,0.886,0.218,0.865,0.347,0.135,0.006,0.01,0.019,0.005,0.003,1
0.164,2.5,1.104,0.257,0.832,0.405,0.168,0.013,0.024,0.033,0.011,0.008,1
0.175,2.906,0.952,0.245,0.836,0.356,0.164,0.008,0.014,0.023,0.006,0.005,1
0.556,2.754,1.175,0.385,0.691,0.485,0.309,0.026,0.037,0.057,0.024,0.019,1
0.073,2.941,1.013,0.195,0.861,0.331,0.139,0.005,0.014,0.022,0.003,0.002,1
0.026,2.049,0.761,0.155,0.907,0.349,0.093,0.004,0.009,0.013,0.002,0.001,1
-0.022,2.339,1.274,0.259,0.813,0.349,0.187,0.005,0.008,0.021,0.005,0.003,1
-0.061,2.477,0.951,0.157,0.887,0.322,0.113,0.007,0.011,0.018,0.005,0.003,1
0.044,2.873,0.697,0.116,0.939,0.326,0.061,0.01,0.016,0.029,0.007,0.005,1
-0.108,1.846,0.754,0.086,0.974,0.395,0.029,0.013,0.021,0.037,0.01,0.007,1
1.122,2.741,1.184,0.628,0.438,0.719,0.562,0.062,0.093,0.116,0.054,0.039,1
0.006,2.894,0.848,0.157,0.816,0.271,0.091,0.003,0.006,0.011,0.002,0.001,1
-0.091,2.591,1.083,0.212,0.857,0.3,0.143,0.008,0.013,0.023,0.005,0.004,1
0.41,2.836,0.908,0.325,0.76,0.484,0.242,0.015,0.022,0.037,0.01,0.007,1
0.106,2.775,0.872,0.207,0.86,0.358,0.14,0.008,0.013,0.022,0.006,0.004,1
0.327,2.894,0.858,0.265,0.817,0.447,0.183,0.018,0.029,0.044,0.012,0.009,1
0.187,2.72,0.892,0.045,0.177,0.083,0.031,0.001,0.002,0.005,0.001,0.001,1
0.557,2.499,1.151,0.403,0.659,0.523,0.341,0.017,0.038,0.052,0.014,0.01,1
-0.079,2.355,1.039,0.144,0.88,0.349,0.121,0.006,0.014,0.022,0.005,0.004,1
1.074,2.746,0.977,0.667,0.404,0.766,0.596,0.068,0.101,0.133,0.058,0.049,1
0.152,2.742,0.89,0.171,0.872,0.28,0.128,0.006,0.013,0.02,0.006,0.005,1
0.053,2.941,0.909,0.185,0.884,0.32,0.116,0.004,0.01,0.016,0.003,0.002,1
0.121,2.677,1.072,0.244,0.818,0.363,0.182,0.013,0.021,0.032,0.011,0.008,1
0.328,2.56,1.296,0.382,0.71,0.465,0.29,0.019,0.039,0.051,0.015,0.011,1
-0.13,0.946,0.76,0.255,0.991,0.321,0.009,0.001,0.003,0.009,0.001,0,1
0.191,2.937,0.912,0.224,0.845,0.404,0.16,0.012,0.021,0.033,0.009,0.007,1
0.884,2.375,1.441,0.599,0.436,0.66,0.564,0.039,0.077,0.098,0.033,0.029,1
0.788,2.745,1.209,0.514,0.578,0.617,0.422,0.033,0.055,0.082,0.03,0.018,1
-0.035,2.672,0.922,0.139,0.913,0.337,0.087,0.005,0.009,0.017,0.003,0.002,1
0,0,0,0,0.011,0,0,0,0,0,0,0,1
0.065,2.894,1.039,0.213,0.858,0.329,0.142,0.007,0.011,0.018,0.004,0.003,1
1.395,2.644,1.107,0.752,0.364,0.789,0.636,0.062,0.095,0.132,0.062,0.05,1
-0.037,2.369,0.95,0.182,0.862,0.278,0.138,0.009,0.012,0.018,0.007,0.005,1
0.306,2.128,1.184,0.382,0.705,0.483,0.295,0.024,0.053,0.068,0.024,0.019,1
-0.023,2.835,0.904,0.169,0.893,0.295,0.107,0.003,0.006,0.011,0.002,0.001,1
