alu1,alu2,alu3,alu4,alu5,class
0,0,279,0.479381,0.003431,1
0,0,711,0.825784,0.102088,1
0.000306,0.000153,357,0.054704,0.018692,1
0.000482,0.000281,348,0.013986,0,1
0,0.001262,72,0.045426,0,1
0.000186,0.000186,18,0.003346,0.025646,1
0,0,276,0.241259,0.006987,1
0.000067,0.000404,342,0.02305,0.023588,1
0,0,414,0.419028,0.0182,1
0,0,186,0.052409,0,1
0,0,204,0.752768,0.073529,1
0,0,126,0.247544,0,1
0,0,1329,0.982262,0.049483,1
0.000317,0,135,0.042857,0,1
0,0.000539,330,0.177706,0,1
0,0.000117,135,0.015732,0.000233,1
0,0.000418,93,0.012973,0.030544,1
0,0,642,0.767943,0,1
0.000902,0,192,0.057727,0.017433,1
0,0,360,0.452261,0.032622,1
0,0,30,0.041322,0,1
0,0.000191,1317,0.251672,0.027512,1
0,0,108,0.020274,0.031719,1
0,0,450,0.995575,0,1
0,0,324,0.101345,0,1
0.001073,0,225,0.080443,0,1
0,0,297,0.421277,0.026912,1
0,0,483,0.144136,0.026551,1
0.001131,0.000226,333,0.075339,0,1
0.000126,0.000379,273,0.034448,0,1
0,0,174,0.488764,0,1
0.000688,0.000413,156,0.01074,0,1
0,0,300,0.103306,0.030293,1
0,0,231,0.070664,0,1
0,0,756,0.336149,0,1
0,0,75,0.121951,0.030844,1
0.000465,0.000232,39,0.002265,0.019573,1
0,0,33,0.024499,0,1
0.00029,0.000145,252,0.036538,0.033053,1
0,0,39,0.050258,0,1
0.000117,0.000251,249,0.002082,0.000059,1
0.000781,0,189,0.073799,0,1
0.000204,0.000306,357,0.036421,0.0203,1
0,0.000333,51,0.008494,0,1
0,0,48,0.132964,0,1
0.000207,0.000172,153,0.005273,0.000034,1
0,0,78,0.106996,0,1
0.000144,0.000144,204,0.029285,0.021674,1
0,0,480,0.343348,0.027162,1
0,0.000239,48,0.003819,0,1
0.000491,0.000246,243,0.029845,0.025912,1
0.001391,0.000278,369,0.102643,0.017241,1
0.000108,0.000108,195,0.020981,0.024422,1
0,0,24,0.096386,0,1
0,0,309,0.824,0.045213,1
0,0,147,0.063997,0.021758,1
0,0,144,0.052478,0,1
0.000293,0,57,0.016711,0,1
0,0,225,0.297619,0,1
0,0.001379,1248,0.191264,0.027582,1
0.000275,0.00055,204,0.014013,0.021018,1
0,0,387,0.551282,0.001422,1
0,0,258,0.360839,0,1
0,0,219,0.504608,0.05977,1
0.000209,0.000052,369,0.01929,0,1
0,0,48,0.052288,0,1
0.000122,0.000183,96,0.005847,0,1
0,0.00058,288,0.16715,0,1
0.000245,0,705,0.172456,0.055515,1
0.000456,0,282,0.064252,0.016173,1
0.000638,0.000319,216,0.068856,0,1
0.000389,0.000195,375,0.072957,0.02587,1
0,0.000203,618,0.12533,0.018856,1
0,0,87,0.110406,0.012674,1
0,0.000262,408,0.053403,0,1
0,0,414,0.992806,0.08134,1
0,0,174,0.639706,0.051282,1
0,0,276,0.241259,0.008734,1
0,0,348,0.156686,0,1
0,0,60,0.20339,0,1
0,0,66,0.013676,0.017609,1
0.000116,0.000697,396,0.045972,0,1
0,0,294,0.20234,0.026823,1
0,0,174,0.467742,0.010724,1
0,0,354,0.967213,0.043597,1
0,0.001019,186,0.189602,0,1
0,0,345,0.20597,0.038186,1
0,0,264,0.285714,0,1
0,0,303,0.365942,0,1
0,0,309,0.182301,0.017689,1
0.000047,0,255,0.011981,0.021095,1
0.000164,0.000082,162,0.013298,0,1
0,0.000201,84,0.016915,0.01812,1
0.000316,0,111,0.01753,0,1
0,0,147,0.647577,0,1
0,0,111,0.048429,0.025294,1
0.000207,0.000069,273,0.018881,0.019986,1
0.000555,0,327,0.181465,0.000555,1
0.000311,0.000311,387,0.060177,0.025808,1
0.000316,0,411,0.064908,0.030317,1
0.000565,0.000188,60,0.002826,0.000141,1
0.000263,0.000369,33,0.001737,0,1
0.000786,0.000112,129,0.014491,0.011344,1
0,0,150,0.021076,0.033998,1
0.000454,0.000757,63,0.004766,0.024888,1
0.000315,0,66,0.020801,0.027095,1
0,0,351,0.181489,0,1
0.000144,0.000216,42,0.003018,0.021199,1
0.000239,0.000199,150,0.005968,0.015397,1
0.000163,0,69,0.011247,0.015482,1
0,0,111,0.031552,0,1
0,0,306,0.254364,0,1
0.000458,0,30,0.01373,0.025618,1
0,0,366,0.73494,0,1
0,0,168,0.080114,0,1
0,0.000376,138,0.051821,0.037538,1
0,0,102,0.113966,0,1
0.000151,0.000194,63,0.00136,0,1
0,0,285,0.993031,0.027778,1
0,0.005897,336,0.283067,0.048822,1
0,0.003286,57,0.062432,0.049234,1
0.000104,0.000207,156,0.005387,0.022169,1
0,0.000663,309,0.204907,0.029158,1
0.000184,0.000184,105,0.009646,0.023516,1
0,0,51,0.141667,0,1
0,0.000179,195,0.034896,0.018071,1
0,0.00016,57,0.009101,0.000958,1
0,0,102,0.029353,0.016974,1
0,0,405,0.715548,0.067019,1
0,0,27,0.002278,0.000591,1
0.000262,0.000787,246,0.064533,0,1
0.000273,0.000091,255,0.023186,0.016911,1
0,0,159,0.372365,0.014019,1
0,0,108,0.45,0.020747,1
0,0,36,0.133829,0.033333,1
0.00012,0.000205,1077,0.018393,0.022133,1
0,0,534,0.126901,0.028273,1
0,0,213,0.314159,0.02651,1
0,0,186,0.261236,0,1
0,0,270,0.114552,0.072519,1
0,0,168,0.028571,0.00017,1
0.00021,0.00007,594,0.041518,0.017892,1
0,0.001296,90,0.023322,0.035233,1
0,0.000179,180,0.032212,0.022723,1
0.000688,0.00043,84,0.007225,0,1
0,0,363,0.41344,0.01934,1
0,0,99,0.059819,0,1
0,0.003096,81,0.250774,0.024691,1
0.000462,0,204,0.047157,0.021262,1
0,0,846,0.256909,0,1
0,0,378,0.370588,0.039177,1
0,0,36,0.017822,0.023256,1
0,0,417,0.119211,0.01629,1
0.001304,0.000702,213,0.021364,0.031391,1
0,0,279,0.989362,0.053004,1
0,0.001788,747,0.445173,0,1
0,0,147,0.284333,0,1
0.000494,0,114,0.028176,0.019768,1
0,0,438,0.296949,0.181572,1
0,0,285,0.234568,0.030428,1
0,0,96,0.270423,0,1
0,0.000186,99,0.009197,0,1
0,0.001154,1425,0.411255,0.030006,1
0.000035,0.000177,282,0.009968,0.019688,1
0.000228,0.000683,138,0.031399,0.036852,1
0.000163,0.000204,132,0.00539,0.000041,1
0,0,30,0.009756,0.025358,1
0.000309,0.000206,186,0.019152,0,1
0.000305,0.000305,210,0.015991,0.020407,1
0.00008,0.00022,99,0.000992,0.019821,1
0.000182,0.000819,90,0.008192,0.007827,1
0,0.00659,453,0.746293,0,1
0,0,141,0.122502,0,1
0,0,141,0.072755,0,1
0.000065,0.000275,822,0.00594,0,1
0,0,21,0.011099,0,1
0.000169,0.000303,78,0.002629,0.020258,1
0,0,165,0.825,0.029851,1
0,0,78,0.180556,0.025404,1
0.000175,0.000349,267,0.046646,0,1
0.000185,0.000093,243,0.022533,0.020121,1
0,0,1692,0.697157,0,1
0.00029,0,207,0.06007,0.023499,1
0.000493,0,195,0.096059,0.022649,1
0.000835,0,261,0.109023,0.031733,1
0.000307,0.000245,240,0.014717,0.025569,1
0.000412,0.000824,57,0.011748,0.012776,1
0,0,654,0.372862,0.022792,1
0,0,267,0.721622,0,1
0,0.002513,138,0.346734,0.075188,1
0.000351,0.000802,594,0.029783,0.034946,1
0.000501,0.000286,237,0.016949,0.026816,1
0,0.000297,138,0.020463,0,1
0.0003,0,150,0.045072,0,1
0,0.000622,438,0.038926,0,1
0,0,108,0.087876,0,1
0,0,105,0.388889,0,1
0.000163,0,93,0.015122,0,1
0.000245,0,51,0.012479,0,1
0.000185,0.000369,171,0.031591,0,1
0,0,30,0.145631,0,1
0,0,285,0.748031,0.057592,1
0.000893,0.000149,465,0.069238,0.03052,1
0,0,423,0.269598,0,1
0.000491,0.000245,165,0.02025,0.023684,1
0,0.002024,114,0.230769,0,1
0,0.000159,24,0.003813,0.01255,1
0,0,300,0.088522,0,1
0.00127,0,219,0.092718,0.016928,1
0.000124,0.000247,1020,0.063064,0,1
0,0,126,0.508065,0.016064,1
0,0.000903,318,0.071751,0,1
0,0,228,0.088475,0,1
0,0,150,0.03879,0,1
0.000141,0.000471,252,0.01188,0.000047,1
0.00123,0.00082,102,0.041803,0.029086,1
0,0,84,0.087958,0,1
0.000292,0,279,0.081436,0,1
0,0,210,0.615836,0,1
0,0,300,0.986842,0,1
0,0,84,0.044492,0.003706,1
0.000402,0,510,0.102595,0.028962,1
0,0,114,0.033658,0.012102,1
0.000344,0.000344,276,0.095041,0.028571,1
0,0.000191,312,0.059644,0,1
0.000607,0,156,0.09466,0,1
0,0.000537,618,0.165906,0.042673,1
0.000084,0.000179,210,0.00221,0.022509,1
0,0.000122,150,0.018226,0.02284,1
0.000288,0.000288,126,0.018122,0,1
0,0,63,0.213559,0,1
0,0,294,0.637744,0.045455,1
0.000423,0,42,0.017782,0.019044,1
0,0,1068,0.335111,0.034504,1
0,0,327,0.462518,0,1
0,0,69,0.119377,0,1
0,0,189,0.077427,0,1
0,0,201,0.730909,0,1
0,0.000403,558,0.224819,0.022956,1
0,0,132,0.488889,0.04797,1
0.000454,0.000908,144,0.021792,0,1
0,0.000378,354,0.133686,0,1
0.000157,0.000378,147,0.004626,0.000094,1
0,0,57,0.140049,0,1
0.000163,0.000228,93,0.000759,0.000538,1
0,0,390,0.240592,0,1
0.000287,0.000115,210,0.012058,0,1
0.000166,0,798,0.132624,0.000499,1
0,0,114,0.271429,0,1
0.000178,0.000178,165,0.029391,0.028851,1
0,0,345,0.264977,0,1
0,0,210,0.878661,0.0625,1
0,0,339,0.991228,0.072886,1
0,0,21,0.016575,0,1
0.000219,0.000439,177,0.019412,0,1
0.001026,0.000769,69,0.008845,0.022046,1
0.00006,0,390,0.023373,0.027327,1
0.000094,0.000189,495,0.015575,0.024416,1
0.000406,0.000135,276,0.037368,0.021795,1
0,0,252,0.181949,0.034632,1
0.000576,0.001153,132,0.025365,0.031316,1
0,0,2442,0.699313,0,1
0,0,537,0.570064,0.054083,1
0.000385,0.000605,48,0.001321,0.021763,1
0,0,900,0.582902,0,1
0.000386,0.002315,216,0.083333,0,1
0,0,237,0.187946,0,1
0,0.000431,201,0.086601,0,1
0,0,150,0.077439,0,1
0,0,18,0.003745,0,1
0.000397,0,54,0.021463,0.021454,1
0.000063,0.000063,642,0.040602,0,1
0,0,102,0.086367,0.025381,1
0,0,177,0.171512,0,1
0.001056,0.000352,45,0.007917,0.028672,1
0.000188,0.00015,255,0.009579,0.021224,1
0.000229,0.000838,393,0.029947,0.038479,1
0,0,246,0.026037,0.023389,1
0,0,135,0.324519,0,1
0,0,198,0.925234,0,1
0,0,4980,0.987703,0.06167,1
0.000089,0.000178,132,0.011738,0.016271,1
0.000193,0.000096,237,0.022832,0.017243,1
0,0,564,0.81268,0,1
0.000602,0.00038,183,0.001695,0.000148,1
0,0,2367,0.586617,0,1
0,0,519,0.893287,0,1
0.000327,0.000291,18,0.000327,0.000073,1
0.000767,0.000329,207,0.022677,0,1
0,0,78,0.302326,0,1
0,0.00135,165,0.222672,0,1
0.000031,0.000268,192,0.000842,0.00014,1
0,0,201,0.345955,0.036082,1
0,0,138,0.042488,0.027393,1
0,0.000272,189,0.051429,0.019042,1
0,0,30,0.137615,0.050228,1
0,0,147,0.403846,0.057534,1
0.000392,0.000392,129,0.003885,0.0231,1
0.000546,0,342,0.093392,0.023478,1
0,0,81,0.023733,0,1
0,0,222,0.130053,0.014637,1
0,0.001137,246,0.014726,0,1
0.000232,0.001391,201,0.046592,0,1
0,0,108,0.4,0,1
0.000078,0.000312,297,0.023163,0.00967,1
0,0,192,0.838428,0,1
0.000112,0,63,0.007029,0,1
0,0,39,0.042623,0,1
0,0,201,0.985294,0,1
0.000195,0.000146,156,0.007604,0.000049,1
0,0,99,0.024158,0.026592,1
0.000098,0,165,0.016138,0.019071,1
0,0,177,0.69685,0.039216,1
0,0.000184,6,0.001105,0,1
0,0,300,0.383632,0,1
0,0,213,0.072228,0.031525,1
0.000128,0.000214,72,0.000384,0.017398,1
0.00075,0.000466,96,0.001946,0,1
0,0,144,0.245315,0.035714,1
0,0.000246,174,0.042741,0,1
0.000956,0,51,0.016258,0.033779,1
0,0,42,0.12426,0.032448,1
0,0,189,0.851351,0,1
0,0,108,0.397059,0,1
0.000131,0.000263,204,0.0268,0,1
0.000365,0,141,0.051479,0,1
0.000117,0,177,0.020789,0,1
0,0,51,0.22973,0.017937,1
0.000613,0.000245,288,0.035281,0.018986,1
0,0,66,0.181818,0,1
0,0,156,0.027263,0.020444,1
0.00028,0,177,0.049483,0.022359,1
0,0.000224,1569,0.175779,0.053545,1
0,0,213,0.096467,0,1
0,0.000337,1422,0.479595,0.027647,1
0.000277,0.000185,75,0.003461,0.000092,1
0.000201,0.000201,228,0.006531,0,1
0,0,318,0.777506,0,1
0,0,633,0.050454,0,1
0.000152,0.000273,78,0.002367,0.019237,1
0.000232,0,255,0.014812,0.021665,1
0.000123,0.000154,225,0.006937,0.00037,1
0,0,165,0.816832,0.098522,1
0,0.000085,51,0.004326,0.019167,1
0,0,81,0.286219,0.045775,1
0.000386,0,207,0.079861,0.022368,1
0,0,159,0.524752,0,1
0,0,477,0.58313,0,1
0,0.00129,249,0.018895,0.000076,1
0,0,423,0.172442,0,1
0.000098,0.000712,159,0.003905,0.019452,1
0.000113,0.000113,666,0.075068,0.021751,1
0.000165,0.000288,60,0.002473,0.016608,1
0.000125,0.000498,1407,0.175196,0,1
0,0.000554,48,0.013304,0,1
0.000373,0.000559,183,0.034085,0.023091,1
0.00025,0.000333,114,0.009485,0,1
0.000809,0.00027,123,0.033154,0.027486,1
0.000585,0,102,0.059649,0.040912,1
0,0,66,0.267206,0.044355,1
0,0,297,1,0,1
0.000156,0,342,0.053488,0,1
0,0.000178,90,0.008004,0.01894,1
0,0,90,0.031881,0.026912,1
0,0,279,0.479381,0.005146,1
0,0,60,0.11236,0.028037,1
0,0,228,0.138518,0,1
0.000451,0.000677,84,0.009477,0.022786,1
0,0,189,0.120382,0,1
0.000135,0.001619,510,0.068826,0,1
0.000237,0.000473,390,0.092286,0.026496,1
0.00034,0.00017,96,0.01631,0,1
0.000141,0.000281,3966,0.557806,0,1
0,0,543,0.177683,0.042525,1
0,0,117,0.46063,0,1
0.000069,0.000138,234,0.016094,0.020012,1
0,0.003559,72,0.256228,0,1
0,0,279,0.996429,0,1
0.000494,0.000494,885,0.145775,0.023057,1
0.000566,0,153,0.086587,0,1
0,0,225,0.073266,0.041016,1
0,0.000707,255,0.060057,0.037203,1
0,0,399,0.900677,0.060811,1
0,0.000486,1695,0.823215,0,1
0.000935,0,174,0.01479,0,1
0,0,408,0.376731,0.047048,1
0,0,2709,0.912428,0,1
0.000527,0.000527,321,0.169125,0.015271,1
0.000238,0.000278,750,0.029747,0.019354,1
0,0.000543,66,0.011948,0,1
0,0,468,0.698507,0,1
0.000801,0.000308,297,0.018304,0.022925,1
0.000059,0.000529,654,0.038443,0,1
0,0.00076,54,0.010258,0,1
0,0,324,0.996923,0.055215,1
0.000293,0,339,0.03307,0.031018,1
0,0.001521,120,0.060821,0.035968,1
0.000273,0.000218,108,0.005889,0.043184,1
0.000186,0.000149,99,0.003687,0.000074,1
0,0,237,0.825784,0,1
0,0.000528,312,0.023544,0.000905,1
0,0,387,0.125568,0.031139,1
0,0,225,0.121359,0.048518,1
0,0.000484,189,0.045729,0,1
0,0.000297,117,0.034708,0,1
0,0,174,0.172107,0.023715,1
0,0,411,0.142957,0.01669,1
0,0,519,0.152827,0.033265,1
0.000126,0.000209,234,0.009796,0,1
0.000605,0,111,0.033565,0,1
0,0.00131,156,0.051097,0,1
0,0,174,0.417266,0.064593,1
0.000239,0.000191,96,0.004596,0.016802,1
0,0,120,0.228137,0.020873,1
0.00016,0.000366,333,0.007619,0.024505,1
0.00067,0.001004,390,0.130566,0.032463,1
0,0.000433,234,0.033805,0,1
0.001329,0,189,0.083702,0.006197,1
0,0,156,0.08,0.020502,1
0,0,399,0.390411,0,1
0,0.000943,132,0.124528,0.032988,1
0.000242,0,285,0.068974,0,1
0,0.000355,300,0.053182,0,1
0,0,273,0.180915,0.034437,1
0,0.002959,180,0.266272,0,1
0,0,129,0.121928,0,1
0,0,102,0.168317,0,1
0,0,252,0.036275,0.026914,1
0,0,210,0.050396,0,1
0,0.000362,285,0.103074,0.022054,1
0,0,474,0.334038,0.022535,1
0,0,516,0.226217,0.039877,1
0.000223,0.000557,165,0.018372,0,1
0.000202,0.000134,78,0.00524,0.019952,1
0,0,57,0.052294,0.027498,1
0.001025,0.000128,114,0.014608,0.009353,1
0.000296,0.000592,126,0.018661,0,1
0,0,135,0.390173,0.020173,1
0,0,960,0.901408,0.018762,1
0,0,342,0.991304,0.017341,1
0,0,375,0.081646,0.023291,1
0,0,63,0.195652,0,1
0,0,141,0.144172,0,1
0.000031,0.000496,39,0.00121,0.044363,1
0,0,81,0.358407,0.039648,1
0.000506,0,363,0.183797,0,1
0,0,183,0.080158,0,1
0,0,237,0.155308,0.004584,1
0,0,402,0.770115,0,1
0.000205,0.000296,45,0.001026,0.02976,1
0,0,528,0.996226,0,1
0,0,156,0.064623,0.017805,1
0,0.000399,861,0.114419,0,1
0.000458,0,168,0.076994,0.040311,1
0,0,231,0.095731,0,1
0,0,663,0.615599,0.028757,1
0.000429,0.000273,126,0.004915,0,1
0,0,282,0.547573,0,1
0.000327,0.000653,255,0.04166,0.030872,1
0,0,54,0.170347,0,1
0.000068,0.000406,303,0.020498,0,1
0,0.003846,54,0.207692,0.045977,1
0.000405,0.00018,120,0.005402,0,1
0.000102,0.000204,6,0.000612,0.004791,1
0,0,258,0.299652,0,1
0,0,48,0.224299,0,1
0.000442,0.000515,144,0.010601,0.028119,1
0.000093,0.000208,165,0.000591,0.020072,1
0,0,1098,0.603628,0.038462,1
0,0,153,0.138965,0,1
0,0.000909,90,0.040891,0.016803,1
0,0.00017,207,0.01172,0.019759,1
0.000518,0.00033,63,0.001484,0.021767,1
0,0,120,0.283019,0.025882,1
0,0.000402,138,0.055444,0.029317,1
0.000059,0.000235,243,0.002041,0.012036,1
0,0,33,0.010848,0.022018,1
0,0,225,0.280199,0,1
0,0,189,0.258197,0.035471,1
0.000192,0.000287,570,0.054598,0.019251,1
0.000291,0.000175,9,0.000525,0.019178,1
0,0.001361,315,0.053581,0.018367,1
0,0,366,0.34824,0.041825,1
0.00088,0.00077,93,0.010225,0,1
0.000183,0.000183,42,0.003842,0.022773,1
0,0,213,0.175453,0.035391,1
0,0.000159,78,0.012397,0,1
0,0,198,0.065196,0,1
0,0,465,0.65309,0.02805,1
0.000335,0.000167,228,0.038153,0,1
0.000238,0.000238,303,0.02401,0.027335,1
0.00044,0.000396,195,0.008581,0.023322,1
0.000149,0.000037,195,0.007263,0.000074,1
0.000424,0.000212,183,0.019384,0.014298,1
0.000932,0,489,0.455732,0,1
0,0,264,0.308051,0,1
0.000147,0,27,0.003969,0,1
0,0,63,0.243243,0.026923,1
0.000112,0.000224,285,0.031901,0,1
0.000121,0,108,0.01304,0,1
0.000243,0,213,0.025862,0.024159,1
0,0,600,0.245399,0.01758,1
0.000098,0,234,0.022856,0.019924,1
0,0,54,0.046472,0.024076,1
0,0,81,0.007999,0.038215,1
0.00015,0.000279,57,0.001223,0.000086,1
0.000208,0.000356,294,0.008715,0,1
0,0,306,0.172394,0.033784,1
0.000322,0.000107,111,0.011897,0.043404,1
0,0,282,0.992958,0.007018,1
0.000043,0.000622,6873,0.147515,0.012899,1
0,0.000845,138,0.038884,0,1
0.000462,0,198,0.022874,0.040083,1
0,0.000609,93,0.056638,0.019477,1
0.001101,0.000367,189,0.069358,0.029714,1
0.000061,0.000183,60,0.003668,0.027205,1
0,0.000812,123,0.099838,0.026764,1
0.000534,0.000534,81,0.043246,0.029883,1
0,0,297,0.99,0,1
0,0,378,0.063095,0,1
0.000903,0,192,0.057779,0.015945,1
0.000513,0.00067,126,0.000994,0.000039,1
0,0,579,0.963394,0.043189,1
0,0,252,0.913043,0.050542,1
0,0,264,0.309133,0,1
0.000386,0,192,0.074017,0,1
0,0,294,1,0.023729,1
0,0,135,0.222405,0,1
0.000203,0.000203,276,0.014002,0,1
0.000259,0.000518,42,0.010878,0,1
0.000107,0.00037,75,0.00038,0.024277,1
0.001249,0.000416,552,0.229904,0,1
0,0,63,0.143182,0.006803,1
0.000162,0.000325,348,0.014126,0.000081,1
0.000195,0.00013,15,0.000487,0.021364,1
0.000301,0.000601,162,0.006955,0,1
0,0,135,0.652174,0,1
0,0.000562,309,0.173693,0,1
0,0.000207,294,0.030391,0,1
0,0,114,0.124726,0,1
0.000118,0.000295,198,0.011697,0,1
0,0,282,0.230769,0.04906,1
0,0,108,0.186207,0.056799,1
0.000202,0,165,0.033347,0.020408,1
0.000105,0.000209,237,0.012384,0.025863,1
0,0,15,0.045593,0.018182,1
0,0.000222,243,0.054036,0,1
0.000189,0.000795,363,0.013751,0.029886,1
0,0,246,0.232075,0,1
0.000329,0.000219,156,0.002441,0.000125,1
0,0.000342,1554,0.5311,0.045439,1
0.000323,0.000647,105,0.033959,0.020369,1
0,0,225,0.442043,0.04902,1
0,0.000545,354,0.027577,0.035052,1
0,0,282,0.1504,0,1
0,0,216,0.990826,0,1
0.000122,0.000244,957,0.03889,0.024747,1
0,0,126,0.293023,0,1
0,0,225,0.291074,0.024548,1
0,0,33,0.016923,0,1
0.000197,0.000131,168,0.011008,0.02195,1
0.00007,0.00007,15,0.001054,0,1
0.000566,0.000189,177,0.016711,0.02209,1
0,0.000394,1263,0.49744,0.069685,1
0,0,84,0.021561,0,1
0,0,591,0.702735,0,1
0.001192,0.001192,144,0.057234,0,1
0,0,129,0.032592,0,1
0.000295,0,9,0.000886,0,1
0,0,120,0.437956,0,1
0,0,147,0.155227,0.049578,1
0,0,315,0.15625,0,1
0,0.000219,426,0.09338,0,1
0,0.00049,513,0.251224,0,1
0,0,21,0.018026,0,1
0,0,219,0.417939,0,1
0,0,99,0.327815,0.039604,1
0,0.000305,195,0.029707,0.028637,1
0,0,228,0.670588,0,1
0,0,144,0.216541,0.040541,1
0.00013,0.000309,219,0.002186,0.018426,1
0,0,60,0.088365,0,1
0.000094,0.000333,48,0.000499,0.014844,1
0.000353,0.000118,156,0.018342,0.019633,1
0,0,120,0.010867,0.02807,1
0,0,105,0.11242,0,1
0.000264,0.000151,216,0.004079,0.019166,1
0,0,285,0.145706,0,1
0,0.000348,162,0.018789,0.003131,1
0,0,381,0.237679,0.067332,1
0.000136,0.000272,393,0.026698,0,1
0,0,171,0.068979,0,1
0.000143,0.000143,258,0.012317,0.00043,1
0.000057,0.000362,99,0.00112,0.000102,1
0,0,138,0.165269,0.011962,1
0,0.000357,135,0.024073,0.02496,1
0,0,1353,0.851479,0.041509,1
0,0,33,0.058824,0,1
0,0,420,0.261357,0.027985,1
0.000348,0.000149,105,0.005222,0,1
0.000337,0.000337,228,0.076794,0.020539,1
0.001147,0,321,0.18406,0,1
0.000357,0.000833,171,0.02035,0,1
0,0,144,0.064836,0,1
0,0,249,0.827243,0,1
0,0,990,0.318943,0.035105,1
0,0.000712,222,0.158007,0.029872,1
0,0.000729,699,0.509847,0,1
0,0,909,0.587969,0.036846,1
0,0.001353,246,0.166441,0.02975,1
0.000259,0.000776,186,0.048124,0,1
0,0,681,0.998534,0.039531,1
0.000838,0,129,0.108131,0.000838,1
0,0.000724,1188,0.078148,0.027889,1
0,0,18,0.09,0.024876,1
0,0,90,0.269461,0.062687,1
0.001294,0.000185,225,0.041597,0,1
0.000132,0,63,0.004162,0,1
0,0,81,0.105469,0,1
0,0.001449,195,0.282609,0.044863,1
0,0,1161,0.99828,0,1
0.000771,0,252,0.194295,0.027735,1
0,0,123,0.049919,0.051521,1
0.000144,0.000144,117,0.016822,0.001006,1
0.000068,0.000271,192,0.006503,0.01978,1
0,0,228,0.37013,0,1
0.000511,0.000255,711,0.181516,0.02195,1
0,0,159,0.771845,0.05314,1
0,0.001439,255,0.366906,0.041667,1
0.00172,0.000573,63,0.018057,0.02063,1
0.000344,0.000688,144,0.024759,0.02699,1
0.000441,0,354,0.156085,0,1
0.000556,0,222,0.123333,0.019989,1
0,0,174,0.076517,0,1
0,0,2886,0.974671,0.052667,1
0,0,12,0.003641,0,1
0,0.000186,462,0.08589,0.019888,1
0.000995,0.000298,174,0.017308,0.019395,1
0.000527,0.000132,210,0.027668,0,1
0.000864,0,306,0.132124,0.036254,1
0,0,195,0.234094,0,1
0,0,675,0.329268,0.033642,1
0.000451,0,171,0.077131,0,1
0,0.000639,939,0.300192,0,1
0.000812,0.000162,219,0.035587,0,1
0.001267,0,123,0.077947,0.022799,1
0,0,546,0.795918,0,1
0.000244,0.000407,27,0.002199,0.02272,1
0.000572,0,24,0.01373,0,1
0,0,198,0.208861,0,1
0,0,54,0.148352,0,1
0,0,258,0.185345,0.022254,1
0,0.001376,54,0.037139,0.026117,1
0.000095,0.000189,87,0.008241,0.020458,1
0,0,141,0.069118,0,1
0.000171,0.000285,1098,0.062646,0.020082,1
0.000903,0,192,0.057779,0.017148,1
0.000626,0,60,0.03757,0.02378,1
0,0,21,0.002545,0.022413,1
0.001014,0,18,0.018256,0.029382,1
0,0,27,0.080597,0.017857,1
0,0.000133,72,0.00959,0,1
0,0.000212,288,0.060927,0.017343,1
0,0,252,0.770642,0.045732,1
0,0,309,0.115861,0.00075,1
0,0,180,0.252101,0.040559,1
0.000924,0.000616,129,0.039717,0,1
0,0,15,0.034803,0,1
0,0,63,0.015966,0,1
0,0.000161,1569,0.252332,0.023798,1
0.000391,0,81,0.031703,0.0223,1
0.00077,0,69,0.053118,0,1
0,0,186,0.189024,0,1
0,0,150,0.093226,0.015528,1
0.000491,0.001473,207,0.10162,0.026987,1
0.000673,0.000168,33,0.005555,0.01582,1
0,0,342,0.183673,0.023618,1
0.000155,0,267,0.041421,0.014115,1
0,0,264,0.430669,0.022801,1
0,0,243,0.245455,0,1
0,0,387,0.59447,0,1
0,0,72,0.310345,0.06867,1
0,0,96,0.055556,0,1
0.000113,0.000056,66,0.003729,0,1
0,0,147,0.337156,0,1
0,0.001372,816,0.279835,0.033253,1
0.000364,0,285,0.103712,0.027646,1
0.000256,0.000375,201,0.003962,0.020933,1
0.000259,0.000173,126,0.01087,0,1
0.000139,0,48,0.006678,0.052302,1
0,0,219,0.995455,0.027149,1
0,0,318,0.21004,0.00066,1
0,0,27,0.006557,0,1
0,0,396,0.814815,0,1
0,0,15,0.051195,0.057823,1
0,0.000283,237,0.067177,0.000283,1
0.000415,0,36,0.004985,0,1
0,0,36,0.126761,0.017544,1
0.001017,0.000509,285,0.036241,0.026319,1
0,0,144,0.091895,0,1
0,0,345,0.118394,0,1
0,0,309,0.184919,0,1
0.000196,0.000098,69,0.006754,0.024273,1
0.000146,0.000146,273,0.013243,0.016541,1
0,0,153,0.061943,0,1
0.000054,0.000592,99,0.005327,0.021738,1
0,0,150,0.059666,0.080716,1
0.000513,0.000406,219,0.004682,0.000021,1
0,0,72,0.105109,0.04519,1
0,0,420,0.170662,0,1
0,0,426,0.41683,0.020528,1
0,0,195,0.19403,0,1
0,0,117,0.253796,0,1
0,0.000168,30,0.002515,0,1
